Entity_Name	Entity_type	Gene_Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode_of_pathogenicity	EnsemblId_GRch37	EnsemblId_GRch38	HGNC	Position_Chromosome	Position_GRCh37_Start	Position_GRCh37_End	Position_GRCh38_Start	Position_GRCh38_End	STR_Repeated_Sequence	STR_Normal_Repeats	STR_Pathogenic_Repeats	Region_Haploinsufficiency_Score	Region_Triplosensitivity_Score	Region_Required_Overlap_Percentage	Region_Variant_Type	Region_Verbose_Name
CALM1	gene	CALM1	Expert Review Green;Expert Review	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Long QT syndrome 14, MIM#	616247"						False	3	100;0;0	3.22	True		ENSG00000198668	ENSG00000198668	HGNC:1442													
CALM1	gene	CALM1	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Long QT syndrome 14	616247;Ventricular tachycardia, catecholaminergic polymorphic, 4	614916"				31170290		False	3	100;0;0	3.22	True		ENSG00000198668	ENSG00000198668	HGNC:1442													
CALM2	gene	CALM2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Long QT syndrome 15	616249;sudden unexplained death;idopathic VF"				31170290		False	3	0;0;0	3.22	True		ENSG00000143933	ENSG00000143933	HGNC:1445													
CALM2	gene	CALM2	Expert Review Green;Expert list	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Long QT syndrome 15, MIM#	616249"				PMID: 31983240		False	3	100;0;0	3.22	True		ENSG00000143933	ENSG00000143933	HGNC:1445													
CALM3	gene	CALM3	Expert Review Green;Expert list	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Long QT syndrome 16, MIM#	618782"				25460178;31454269		False	3	100;0;0	3.22	True		ENSG00000160014	ENSG00000160014	HGNC:1449													
CASQ2	gene	CASQ2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Ventricular tachycardia, catecholaminergic polymorphic, 2, MIM#	611938"				16908766;11704930		False	3	100;0;0	3.22	True		ENSG00000118729	ENSG00000118729	HGNC:1513													
DES	gene	DES	Expert Review Green;Expert list	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Cardiomyopathy, dilated, 1I, MIM#	604765;Myopathy, myofibrillar, 1	, MIM#601419;Arrhythmogenic right ventricular cardiomyopathy"				19879535;20423733;24200904;22395865;29212896;23168288;20829228		False	3	100;0;0	3.22	True		ENSG00000175084	ENSG00000175084	HGNC:2770													
DSC2	gene	DSC2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Arrhythmogenic right ventricular dysplasia 11, MIM# 610476;Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair, MIM# 610476				17963498;21062920;23863954;17186466;18957847;17033975;28339476;33831308		False	3	100;0;0	3.22	True		ENSG00000134755	ENSG00000134755	HGNC:3036													
DSG2	gene	DSG2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Arrhythmogenic right ventricular dysplasia 10, MIM# 610193				33831308		False	3	100;0;0	3.22	True		ENSG00000046604	ENSG00000046604	HGNC:3049													
DSP	gene	DSP	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Arrhythmogenic right ventricular dysplasia 8, MIM# 607450;Carvajal syndrome				15941723;25765472;23954618;20864495;21397041;24938629;22240500;31073624;30345701;11063735;33831308		False	3	100;0;0	3.22	True		ENSG00000096696	ENSG00000096696	HGNC:3052													
FLNC	gene	FLNC	Expert Review Green;Expert list	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Arrhythmogenic right ventricular cardiomyopathy				31924696;31627847		False	3	50;50;0	3.22	True		ENSG00000128591	ENSG00000128591	HGNC:3756													
HCN4	gene	HCN4	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Sick sinus syndrome 2, MIM# 163800				12750403;15123648;16407510;17646576;25145518		False	3	100;0;0	3.22	True		ENSG00000138622	ENSG00000138622	HGNC:16882													
JUP	gene	JUP	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Arrhythmogenic right ventricular dysplasia 12 MIM# 611528;Naxos disease MIM# 601214				16722579;17924338;33831308		False	3	100;0;0	3.22	True		ENSG00000173801	ENSG00000173801	HGNC:6207													
KCNH2	gene	KCNH2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	long QT syndrome				31983240		False	3	100;0;0	3.22	True		ENSG00000055118	ENSG00000055118	HGNC:6251													
KCNH2	gene	KCNH2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Short QT syndrome				34557911		False	3	100;0;0	3.22	True	Other	ENSG00000055118	ENSG00000055118	HGNC:6251													
KCNJ2	gene	KCNJ2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	long QT syndrome;Andersen-Tawil syndrome				31983240		False	3	100;0;0	3.22	True		ENSG00000123700	ENSG00000123700	HGNC:6263													
KCNJ2	gene	KCNJ2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Short QT syndrome				34557911		False	3	100;0;0	3.22	True	Other	ENSG00000123700	ENSG00000123700	HGNC:6263													
KCNQ1	gene	KCNQ1	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Short QT syndrome 1;bradycardia;atrial fibrillation				34557911		False	3	100;0;0	3.22	True		ENSG00000053918	ENSG00000053918	HGNC:6294													
KCNQ1	gene	KCNQ1	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Atrial fibrillation, familial, 3 607554;Jervell and Lange-Nielsen syndrome 220400;Long QT syndrome 1, 192500;Short QT syndrome 2 609621				20301308		False	3	100;0;0	3.22	True		ENSG00000053918	ENSG00000053918	HGNC:6294													
PKP2	gene	PKP2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Arrhythmogenic right ventricular dysplasia 9, MIM# 609040				33831308		False	3	100;0;0	3.22	True		ENSG00000057294	ENSG00000057294	HGNC:9024													
POPDC2	gene	POPDC2	Expert Review Green;Other	Arrhythmia_SuperPanel		Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal	Sinoatrial node disorder, MONDO:0000469, POPDC2-related						False	3	100;0;0	3.22	True		ENSG00000121577	ENSG00000121577	HGNC:17648													
RYR2	gene	RYR2	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Ventricular tachycardia, catecholaminergic polymorphic, 1 604772						False	3	100;0;0	3.22	True		ENSG00000198626	ENSG00000198626	HGNC:10484													
SCN5A	gene	SCN5A	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Long QT syndrome 3 (MIM#603830)				29798782		False	3	100;0;0	3.22	True		ENSG00000183873	ENSG00000183873	HGNC:10593													
SCN5A	gene	SCN5A	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Ventricular fibrillation, familial, 1, MIM# 603829				10940383;33221895;33133318;33084224		False	3	100;0;0	3.22	True		ENSG00000183873	ENSG00000183873	HGNC:10593													
SCN5A	gene	SCN5A	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Atrial fibrillation, familial, 10;Brugada syndrome 1;Cardiomyopathy, dilated, 1E;Heart block, nonprogressive;Heart block, progressive, type IA;Long QT syndrome 3;Sick sinus syndrome 1;Ventricular fibrillation, familial, 1;{Sudden infant death syndrome, susceptibility to}				29806494;18929244		False	3	100;0;0	3.22	True	Other	ENSG00000183873	ENSG00000183873	HGNC:10593													
SCN5A	gene	SCN5A	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal	Sick sinus syndrome 1, MIM# 608567				14523039		False	3	100;0;0	3.22	True		ENSG00000183873	ENSG00000183873	HGNC:10593													
SLC4A3	gene	SLC4A3	Expert Review Green;Expert Review	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Short QT syndrome 7, MIM#620231				29167417;34557911;36806574		False	3	67;33;0	3.22	True		ENSG00000114923	ENSG00000114923	HGNC:11029													
TECRL	gene	TECRL	Expert Review Green;Literature	Arrhythmia_SuperPanel		Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal	"Ventricular tachycardia, catecholaminergic polymorphic, 3, MIM#	614021"				17666061;27861123;30790670;33367594		False	3	100;0;0	3.22	True		ENSG00000205678	ENSG00000205678	HGNC:27365													
TMEM43	gene	TMEM43	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Arrhythmogenic right ventricular dysplasia 5, MIM# 604400				18313022;21214875;23812740;22725725;24598986;29980933;33831308		False	3	100;0;0	3.22	True		ENSG00000170876	ENSG00000170876	HGNC:28472													
TRDN	gene	TRDN	Expert Review Green;Expert list	Arrhythmia_SuperPanel		Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal	"Long QT syndrome;Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness, MIM#	615441"				31983240;25922419		False	3	100;0;0	3.22	True		ENSG00000186439	ENSG00000186439	HGNC:12261													
TRDN	gene	TRDN	Expert Review Green;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal	Triadin knockout syndrome;CPVT;atypical LQTS phenotype				30649896;25922419;22422768		False	3	100;0;0	3.22	True		ENSG00000186439	ENSG00000186439	HGNC:12261													
CALM3	gene	CALM3	Expert Review Amber;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Ventricular tachycardia, catecholaminergic polymorphic 6, MIM#	618782"				27516456;31170290;31454269		False	2	33;33;33	3.22	True		ENSG00000160014	ENSG00000160014	HGNC:1449													
CAV3	gene	CAV3	Expert Review Amber;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Long QT syndrome 9, MIM# 611818				31983240;17060380		False	2	0;100;0	3.22	True		ENSG00000182533	ENSG00000182533	HGNC:1529													
CDH2	gene	CDH2	Expert Review Amber;Expert list	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Arrhythmogenic right ventricular dysplasia, familial, 14, OMIM#618920						False	2	0;100;0	3.22	True		ENSG00000170558	ENSG00000170558	HGNC:1759													
CTNNA3	gene	CTNNA3	Expert Review Amber;Other	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Arrhythmogenic right ventricular cardiomyopathy;Arrhythmogenic right ventricular dysplasia, familial, 13	MIM#615616"				23136403;21254927;22421363;30415094;31539150		False	2	0;100;0	3.22	False		ENSG00000183230	ENSG00000183230	HGNC:2511													
GJA5	gene	GJA5	Expert Review Amber;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Atrial fibrillation, familial, 11, OMIM# 614049				16790700;20818502;20650941;23348765		False	2	50;50;0	3.22	True		ENSG00000143140	ENSG00000265107	HGNC:4279													
KBTBD13	gene	KBTBD13	Expert Review Amber;Literature	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intrinsic cardiomyopathy MONDO:0000591				36335629		False	2	0;100;0	3.22	True		ENSG00000234438	ENSG00000234438	HGNC:37227													
KCNA5	gene	KCNA5	Expert Review Amber;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Atrial fibrillation, familial, 7, MIM# 612240				16772329;19343045;23264583		False	2	0;100;0	3.22	True		ENSG00000130037	ENSG00000130037	HGNC:6224													
KCNE1	gene	KCNE1	Expert Review Amber;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Jervell and Lange-Nielsen syndrome 2, MIM# 612347;Long QT syndrome 5, MIM# 613695;Acquired LQTS				31983240		False	2	0;100;0	3.22	True		ENSG00000180509	ENSG00000180509	HGNC:6240													
KCNE2	gene	KCNE2	Expert Review Amber;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Long QT syndrome				31983240;28794082		False	2	0;100;0	3.22	True		ENSG00000159197	ENSG00000159197	HGNC:6242													
KCNJ2	gene	KCNJ2	Expert Review Amber;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Andersen Tawil syndrome, LQTS				31020160, 22589293, 26322597		False	2	0;100;0	3.22	True		ENSG00000123700	ENSG00000123700	HGNC:6263													
LEMD2	gene	LEMD2	Expert Review Amber;Literature	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	arrhythmogenic right ventricular cardiomyopathy, MONDO:0016587				31061923;26788539;30905398;36377660		False	2	0;100;0	3.22	True		ENSG00000161904	ENSG00000161904	HGNC:21244													
LMNA	gene	LMNA	Expert Review Amber;Expert list	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Cardiomyopathy, dilated, 1A, MIM#	115200;Arrhythmogenic right ventricular cardiomyopathy"				22199124;25837155;26620845		False	2	0;100;0	3.22	True		ENSG00000160789	ENSG00000160789	HGNC:6636													
NPPA	gene	NPPA	Expert Review Amber;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Atrial fibrillation, familial, 6, (MIM#612201)				18614783;20064500;31034774;31077706		False	2	0;100;0	3.22	True		ENSG00000175206	ENSG00000175206	HGNC:7939													
PLN	gene	PLN	Expert Review Amber;Expert list	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Arrhythmogenic right ventricular cardiomyopathy				22820313;33831308		False	2	0;100;0	3.22	True		ENSG00000198523	ENSG00000198523	HGNC:9080													
AKAP9	gene	AKAP9	Expert Review Red;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	Unknown	long QT syndrome				31983240		False	1	0;0;100	3.22	True		ENSG00000127914	ENSG00000127914	HGNC:379													
ANK2	gene	ANK2	Expert Review Red;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Long QT syndrome 4, MIM#	600919"				31983240		False	1	0;0;100	3.22	True		ENSG00000145362	ENSG00000145362	HGNC:493													
BVES	gene	BVES	Expert Review Red;Literature	Arrhythmia_SuperPanel		Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, limb-girdle, autosomal recessive 25 616812				26642364;31119192		False	1	0;100;0	3.22	True		ENSG00000112276	ENSG00000112276	HGNC:1152													
CACNA1C	gene	CACNA1C	Expert Review Red;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	Unknown					29959160		False	1	0;0;100	3.22	True		ENSG00000151067	ENSG00000151067	HGNC:1390													
CACNA1C	gene	CACNA1C	Expert Review Red;Expert Review	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Short QT syndrome				PMID: 34557911		False	1	0;0;100	3.22	True		ENSG00000151067	ENSG00000151067	HGNC:1390													
CACNA2D1	gene	CACNA2D1	Expert Review Red;Expert Review	Arrhythmia_SuperPanel		Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Short QT syndrome				PMID: 34557911		False	1	0;0;100	3.22	True		ENSG00000153956	ENSG00000153956	HGNC:1399													
CACNA2D1	gene	CACNA2D1	Expert Review Red;Victorian Clinical Genetics Services	Arrhythmia_SuperPanel		Cardiovascular disorders	Unknown					29959160		False	1	0;0;100	3.22	True		ENSG00000153956	ENSG00000153956	HGNC:1399													
